Name;Author;Date;Rating Value;Rating Count;Preparation Time;Cooking Time;Category;Cuisine;Ingredients;Ingredients_Raw;Instructions;Cooking Methods;Implements;Number of steps;Servings;Nutrition;URL
Old-Fashioned Scalloped Corn;Cali;01/04/2025;4.7;246.0;15.0;30.0;['Dinner', 'Side Dish'];['American'];[{'ingredient': 'cream-style corn', 'quantity': '3', 'unit': '', 'misc': '15 ounce'}, {'ingredient': 'saltine crackers', 'quantity': '1', 'unit': 'cup', 'misc': 'divided crushed'}, {'ingredient': 'butter', 'quantity': '0.5', 'unit': 'cup', 'misc': 'melted divided'}, {'ingredient': 'eggs', 'quantity': '2', 'unit': 'large', 'misc': ''}, {'ingredient': 'paprika', 'quantity': '0.5', 'unit': 'teaspoon', 'misc': ''}, {'ingredient': 'black pepper', 'quantity': '0.25', 'unit': 'teaspoon', 'misc': 'ground'}];['3 (15 ounce) cans cream-style corn', '1 cup crushed saltine crackers, divided', '0.5 cup butter, melted, divided', '2 large eggs', '0.5 teaspoon paprika', '0.25 teaspoon ground black pepper'];['Gather all ingredients.', 'Preheat the oven to 350 degrees F (175 degrees C). Butter an 8x11-inch casserole dish.', 'Combine creamed corn, 1/2 cup cracker crumbs, 1/4 cup melted butter, and eggs in a large bowl  mix well.', 'Pour mixture into the prepared dish.', 'Mix remaining 1/2 cup cracker crumbs and remaining 1/4 cup melted butter with paprika and pepper in a small bowl. Sprinkle crumb topping over casserole.', 'Bake in the preheated oven until crumb topping is golden brown and the filling is bubbling along the edges, 30 to 40 minutes.'];['bake'];['oven', 'casserole dish'];6.0;['10', '1 (8x11-inch) casserole'];{'Calories': '212 kcal', 'Carbohydrates': '27 g', 'Cholesterol': '62 mg', 'Fiber': '2 g', 'Protein': '4 g', 'Saturated Fat': '6 g', 'Sodium': '474 mg', 'Sugar': '4 g', 'Fat': '11 g', 'Unsaturated Fat': '0 g'};https://www.allrecipes.com/recipe/9166/old-fashioned-scalloped-corn/
Scalloped Potatoes and Ham;Lumielle;01/04/2025;4.8;148.0;25.0;85.0;['Dinner', 'Side Dish'];['American'];[{'ingredient': 'spray', 'quantity': '', 'unit': 'cooking', 'misc': ''}, {'ingredient': 'potatoes', 'quantity': '8', 'unit': '', 'misc': 'peeled and thinly sliced'}, {'ingredient': 'butter', 'quantity': '0.5', 'unit': 'cup', 'misc': ''}, {'ingredient': 'onion', 'quantity': '1', 'unit': '', 'misc': 'finely chopped'}, {'ingredient': 'all-purpose flour', 'quantity': '0.5', 'unit': 'cup', 'misc': ''}, {'ingredient': 'dijon mustard', 'quantity': '2', 'unit': 'teaspoons', 'misc': ''}, {'ingredient': 'salt', 'quantity': '1', 'unit': 'teaspoon', 'misc': ''}, {'ingredient': 'black pepper', 'quantity': '0.25', 'unit': 'teaspoon', 'misc': 'ground'}, {'ingredient': 'milk', 'quantity': '3', 'unit': 'cups', 'misc': ''}, {'ingredient': 'cheddar cheese', 'quantity': '2', 'unit': 'cups', 'misc': 'shredded'}, {'ingredient': 'ham', 'quantity': '3', 'unit': 'cups', 'misc': 'diced'}];['cooking spray', '8 potatoes, peeled and thinly sliced', '0.5 cup butter', '1 onion, finely chopped', '0.5 cup all-purpose flour', '2 teaspoons Dijon mustard', '1 teaspoon salt', '0.25 teaspoon ground black pepper', '3 cups milk', '2 cups shredded Cheddar cheese', '3 cups diced ham'];['Gather all the ingredients. Preheat the oven to 350 degrees F (175 degrees C). Spray a 9x13-inch baking dish with cooking spray.', 'Bring a large pot of water to a boil. Add potatoes and cook until almost tender, 5 to 10 minutes. Transfer to a colander and rinse with cold water until cool enough to handle. Drain well and set aside.', 'Melt butter in a large skillet over medium heat. Add onion  cook and stir until tender, about 5 minutes. Stir in flour, Dijon mustard, salt, and pepper  cook for 1 minute. Gradually pour in milk, stirring constantly until sauce is thickened, about 5 minutes. Stir in Cheddar cheese until melted.', 'Layer ½ of the potatoes in the bottom of the prepared baking dish. Top with 1 ½ cups diced ham and ½ of the Cheddar cheese sauce. Repeat another layer with remaining potatoes, ham, and sauce.', 'Bake in the preheated oven until the sauce is bubbling and the top of the casserole is golden brown, about 1 hour.'];['bake', 'boil'];['baking dish', 'pot', 'skillet', 'colander', 'oven'];5.0;['10', '1 (9x13-inch) casserole'];{'Calories': '422 kcal', 'Carbohydrates': '40 g', 'Cholesterol': '78 mg', 'Fiber': '3 g', 'Protein': '21 g', 'Saturated Fat': '11 g', 'Sodium': '900 mg', 'Sugar': '6 g', 'Fat': '21 g', 'Unsaturated Fat': '0 g'};https://www.allrecipes.com/recipe/256267/ham-and-scalloped-potatoes/
Scalloped Potatoes;Jane Boswell-Purdy;01/04/2025;4.7;693.0;30.0;45.0;['Side Dish'];['American'];[{'ingredient': 'potatoes', 'quantity': '3', 'unit': 'pounds', 'misc': 'thinly sliced'}, {'ingredient': 'onion', 'quantity': '0.5', 'unit': '', 'misc': 'thinly sliced'}, {'ingredient': 'all-purpose flour', 'quantity': '9', 'unit': 'tablespoons', 'misc': 'divided'}, {'ingredient': 'butter', 'quantity': '6', 'unit': 'tablespoons', 'misc': 'diced and divided'}, {'ingredient': 'and black pepper to taste', 'quantity': '', 'unit': 'salt', 'misc': 'ground'}, {'ingredient': 'whole milk', 'quantity': '3', 'unit': 'cups', 'misc': 'or as needed'}];['3 pounds potatoes, thinly sliced', '0.5 onion, thinly sliced', '9 tablespoons all-purpose flour, divided', '6 tablespoons butter, diced and divided', 'salt and ground black pepper to taste', '3 cups whole milk, or as needed'];['Gather the ingredients. Preheat the oven to 375 degrees F (190 degrees C). Grease a 9x13-inch baking dish.', 'Spread about 1/3 of the potato slices into the bottom of the prepared baking dish. Top with about 1/3 of the onion slices. Sprinkle 3 tablespoons flour over the potato and onion. Arrange 2 tablespoons butter atop the flour. Season the entire layer with salt and pepper. Repeat layering twice more.', 'Heat milk in a saucepan until warm. Pour enough warm milk over the mixture in the baking dish so the top of the liquid is level with the final layer of potatoes.', 'Bake in the preheated oven until potatoes are tender and the creamy sauce is bubbling with a golden brown crust on top, 45 to 60 minutes. The cream sauce may bubble up over the sides of the baking dish  place a baking sheet underneath to catch any drips. Serve hot and enjoy!'];['bake'];['baking dish', 'oven', 'saucepan', 'baking sheet'];4.0;['6', '1 (9x13-inch) casserole'];{'Calories': '396 kcal', 'Carbohydrates': '55 g', 'Cholesterol': '43 mg', 'Fiber': '6 g', 'Protein': '10 g', 'Saturated Fat': '10 g', 'Sodium': '171 mg', 'Sugar': '8 g', 'Fat': '16 g', 'Unsaturated Fat': '0 g'};https://www.allrecipes.com/recipe/240290/moms-scalloped-potatoes/
Easy French Toast Casserole;Heather Bogle;01/04/2025;4.7;772.0;15.0;30.0;['Breakfast', 'Brunch'];['American'];[{'ingredient': 'brown sugar', 'quantity': '1', 'unit': 'cup', 'misc': ''}, {'ingredient': 'unsalted butter', 'quantity': '0.5', 'unit': 'cup', 'misc': ''}, {'ingredient': 'crusty french bread', 'quantity': '1', 'unit': 'loaf', 'misc': 'cut into bite-sized pieces or more as needed 8 ounce'}, {'ingredient': 'milk', 'quantity': '2', 'unit': 'cups', 'misc': ''}, {'ingredient': 'eggs', 'quantity': '6', 'unit': 'large', 'misc': ''}, {'ingredient': 'vanilla extract', 'quantity': '2', 'unit': 'teaspoons', 'misc': ''}, {'ingredient': 'brown sugar', 'quantity': '1', 'unit': 'tablespoon', 'misc': 'or to taste'}, {'ingredient': 'cinnamon', 'quantity': '0.25', 'unit': 'teaspoon', 'misc': 'or to taste ground'}];['1 cup brown sugar', '0.5 cup unsalted butter', '1 (8 ounce) loaf crusty French bread, cut into bite-sized pieces, or more as needed', '2 cups milk', '6 large eggs', '2 teaspoons vanilla extract', '1 tablespoon brown sugar, or to taste', '0.25 teaspoon ground cinnamon, or to taste'];['Gather all ingredients and grease a 9x13-inch baking dish.', 'To make the French toast: Stir brown sugar and butter together in a saucepan over medium-low heat until butter is melted and sugar has dissolved, 2 to 4 minutes. Pour butter-brown sugar mixture into the prepared baking dish.', 'Scatter French bread pieces over top in a 1 ½- to 2-inch layer.', 'Whisk milk, eggs, and vanilla together in a bowl until well combined. Pour over bread pieces, then press bread down with a spatula so the bread absorbs the liquid. Cover the dish with plastic wrap and refrigerate, 8 hours to overnight.', 'When ready to bake, remove French toast from the refrigerator and discard plastic wrap. Preheat the oven to 450 degrees F (230 degrees C).', 'To make the topping: Mix brown sugar and cinnamon together in a small bowl  sprinkle evenly over the top of French toast.', 'Bake in the preheated oven until casserole is browned and bubbling, about 30 minutes, covering with aluminum foil at any point if the top is browning too much.', 'Cut into squares  serve with some of the caramel from the bottom of the pan spooned on top.'];['toast', 'bake'];['spatula', 'saucepan', 'baking dish', 'pan', 'oven', 'whisk'];8.0;['8', '1 (9x13-inch) casserole'];{'Calories': '358 kcal', 'Carbohydrates': '42 g', 'Cholesterol': '175 mg', 'Fiber': '1 g', 'Protein': '10 g', 'Saturated Fat': '9 g', 'Sodium': '261 mg', 'Sugar': '28 g', 'Fat': '17 g', 'Unsaturated Fat': '0 g'};https://www.allrecipes.com/recipe/240502/easy-french-toast-casserole/
Old-Fashioned Coconut Cream Pie;Carol H.;01/04/2025;4.8;1936.0;10.0;20.0;['Dessert'];['American'];[{'ingredient': 'sweetened flaked coconut', 'quantity': '1', 'unit': 'cup', 'misc': ''}, {'ingredient': 'half-and-half', 'quantity': '3', 'unit': 'cups', 'misc': ''}, {'ingredient': 'white sugar', 'quantity': '0.75', 'unit': 'cup', 'misc': ''}, {'ingredient': 'all-purpose flour', 'quantity': '0.5', 'unit': 'cup', 'misc': ''}, {'ingredient': 'eggs', 'quantity': '2', 'unit': 'large', 'misc': 'beaten'}, {'ingredient': 'salt', 'quantity': '0.25', 'unit': 'teaspoon', 'misc': ''}, {'ingredient': 'vanilla extract', 'quantity': '1', 'unit': 'teaspoon', 'misc': ''}, {'ingredient': 'shell', 'quantity': '1', 'unit': 'pie', 'misc': 'baked 9 inch'}, {'ingredient': 'frozen whipped topping', 'quantity': '1', 'unit': 'cup', 'misc': 'thawed'}];['1 cup sweetened flaked coconut', '3 cups half-and-half', '0.75 cup white sugar', '0.5 cup all-purpose flour', '2 large eggs, beaten', '0.25 teaspoon salt', '1 teaspoon vanilla extract', '1 (9 inch) pie shell, baked', '1 cup frozen whipped topping, thawed'];['Gather all ingredients.', 'Preheat the oven to 350 degrees F (175 degrees C). Spread coconut on a baking sheet.', 'Bake coconut in the preheated oven, stirring occasionally, until golden brown, about 5 minutes.', 'Combine half-and-half, sugar, flour, eggs, and salt in a medium pot. Bring to a boil over low heat, stirring constantly, until mixture thickens and coats the back of a wooden spoon, about 15 minutes.', 'Remove the pan from heat and stir in 3/4 cup toasted coconut and vanilla  reserve remaining toasted coconut for garnishing the pie.', 'Pour custard into pie shell and chill until firm, about 4 hours.', 'Top with whipped topping and reserved toasted coconut.', 'Enjoy!'];['bake', 'boil'];['pan', 'oven', 'baking sheet', 'pot'];8.0;['8', '1 (9-inch) pie'];{'Calories': '423 kcal', 'Carbohydrates': '46 g', 'Cholesterol': '80 mg', 'Fiber': '2 g', 'Protein': '7 g', 'Saturated Fat': '13 g', 'Sodium': '276 mg', 'Sugar': '23 g', 'Fat': '24 g', 'Unsaturated Fat': '0 g'};https://www.allrecipes.com/recipe/12481/old-fashioned-coconut-cream-pie/
Sea Bass Veracruz;Genevieve Johns Seivert;31/03/2025;5.0;4.0;30.0;15.0;['Dinner'];['Mexican Inspired', 'Mexican'];[{'ingredient': 'roma tomatoes', 'quantity': '2', 'unit': 'cups', 'misc': 'seeded and diced'}, {'ingredient': 'pimento-stuffed olives', 'quantity': '0.5', 'unit': 'cup', 'misc': 'chopped'}, {'ingredient': 'cilantro', 'quantity': '0.5', 'unit': 'cup', 'misc': ''}, {'ingredient': 'jalapeno pepper', 'quantity': '0.25', 'unit': 'cup', 'misc': 'seeded and diced'}, {'ingredient': 'lime juice', 'quantity': '3', 'unit': 'tablespoons', 'misc': ''}, {'ingredient': 'capers', 'quantity': '2', 'unit': 'tablespoons', 'misc': ''}, {'ingredient': 'all-purpose flour', 'quantity': '0.25', 'unit': 'cup', 'misc': ''}, {'ingredient': 'sea bass', 'quantity': '4', 'unit': 'fillets', 'misc': '6 ounce'}, {'ingredient': 'to taste', 'quantity': '', 'unit': 'salt', 'misc': ''}, {'ingredient': 'extra-virgin olive oil', 'quantity': '6', 'unit': 'tablespoons', 'misc': ''}, {'ingredient': 'chicken broth', 'quantity': '0.25', 'unit': 'cup', 'misc': ''}, {'ingredient': 'onion', 'quantity': '2', 'unit': 'cups', 'misc': 'sliced'}, {'ingredient': 'garlic', 'quantity': '1', 'unit': 'tablespoon', 'misc': 'minced'}, {'ingredient': 'leaves', 'quantity': '2', 'unit': 'bay', 'misc': ''}, {'ingredient': 'thyme', 'quantity': '1', 'unit': 'teaspoon', 'misc': 'dried'}];['2 cups Roma tomatoes, seeded and diced', '0.5 cup chopped pimento-stuffed olives', '0.5 cup cilantro', '0.25 cup jalapeno pepper, seeded and diced', '3 tablespoons lime juice', '2 tablespoons capers', '0.25 cup all-purpose flour', '4 (6 ounce) fillets sea bass', 'salt to taste', '6 tablespoons extra-virgin olive oil', '0.25 cup chicken broth', '2 cups sliced onion', '1 tablespoon minced garlic', '2 bay leaves', '1 teaspoon dried thyme'];['Preheat the oven to 375 degrees F (190 degrees C).', 'Combine tomatoes, olives, cilantro, jalapeño, lime juice, and capers in a bowl. Place flour in a shallow bowl.', 'Place fillets on a flat work surface  season with salt and black pepper. Dredge one side of each fillet in flour.', 'Heat oil in a large, ovenproof skillet over medium-high heat. Add fillets, floured-sides down  cook, undisturbed, until lightly brown, about 3 minutes. Transfer to a plate. Stir broth into skillet, scraping the browned bits of food off the bottom of the skillet with a wooden spoon. Add 1/2 tomato mixture, onion, garlic, bay leaves, and thyme  cook for 3 minutes. Nestle fillets into the skillet.', 'Transfer the skillet to the preheated oven  bake until fish flakes easily with a fork, 5 to 7 minutes.', 'Remove and discard bay leaves. Add remaining tomato mixture to the skillet  season with salt and black pepper. Serve fillets topped with tomato mixture.'];['bake'];['skillet', 'oven'];6.0;4;{'Calories': '340 kcal', 'Carbohydrates': '21 g', 'Cholesterol': '70 mg', 'Fiber': '3 g', 'Protein': '34 g', 'Saturated Fat': '2 g', 'Sodium': '604 mg', 'Sugar': '6 g', 'Fat': '13 g', 'Unsaturated Fat': '0 g'};https://www.allrecipes.com/recipe/266524/sea-bass-veracruz/
Sfouf (Lebanese Turmeric Cake);LauraF;31/03/2025;4.5;2.0;15.0;30.0;['Dessert'];['Lebanese'];[{'ingredient': 'tahini', 'quantity': '1', 'unit': 'tablespoon', 'misc': ''}, {'ingredient': 'boiling water', 'quantity': '1.5', 'unit': 'cups', 'misc': ''}, {'ingredient': 'whole anise seeds', 'quantity': '2', 'unit': 'teaspoons', 'misc': ''}, {'ingredient': 'white sugar', 'quantity': '1.5', 'unit': 'cups', 'misc': ''}, {'ingredient': 'all-purpose flour', 'quantity': '3', 'unit': 'cups', 'misc': ''}, {'ingredient': 'turmeric', 'quantity': '2', 'unit': 'teaspoons', 'misc': 'ground'}, {'ingredient': 'baking powder', 'quantity': '1.5', 'unit': 'teaspoons', 'misc': ''}, {'ingredient': 'anise seed powder', 'quantity': '1.25', 'unit': 'teaspoons', 'misc': ''}, {'ingredient': 'vegetable oil', 'quantity': '0.5', 'unit': 'cup', 'misc': ''}, {'ingredient': 'unsalted butter', 'quantity': '0.5', 'unit': 'cup', 'misc': 'melted'}, {'ingredient': 'pine nuts', 'quantity': '2', 'unit': 'tablespoons', 'misc': ''}];['1 tablespoon tahini', '1.5 cups boiling water', '2 teaspoons whole anise seeds', '1.5 cups white sugar', '3 cups all-purpose flour', '2 teaspoons ground turmeric', '1.5 teaspoons baking powder', '1.25 teaspoons anise seed powder', '0.5 cup vegetable oil', '0.5 cup unsalted butter, melted', '2 tablespoons pine nuts'];['Preheat the oven to 325 degrees F (165 degrees C). Grease a 9x13-inch baking pan with tahini.', 'Combine boiling water and anise seeds in a glass measuring cup  steep, about 5 minutes. Strain into a bowl  discard anise seeds. Stir sugar into anise-flavored water until dissolved.', 'Whisk flour, turmeric, baking powder, and anise seed powder together in a bowl  make a well in the center. Add oil and butter to the well  stir in sweetened anise-flavored water until batter is the consistency of thick yogurt.', 'Pour batter into the prepared baking pan  score top into diamond shapes using the tip of a knife. Place 1 pine nut in center of each diamond.', 'Bake in the preheated oven until top is lightly browned, about 30 minutes.'];['bake'];['knife', 'pan', 'measuring cup', 'oven', 'whisk'];5.0;['16', '1 (9x13-inch) cake'];{'Calories': '283 kcal', 'Carbohydrates': '38 g', 'Cholesterol': '15 mg', 'Fiber': '1 g', 'Protein': '3 g', 'Saturated Fat': '5 g', 'Sodium': '49 mg', 'Sugar': '19 g', 'Fat': '14 g', 'Unsaturated Fat': '0 g'};https://www.allrecipes.com/recipe/257046/sfouf-lebanese-turmeric-cake/
Apple-Stuffed Turkey;meezermex;31/03/2025;4.4;5.0;30.0;150.0;['Dinner'];['American'];[{'ingredient': 'turkey', 'quantity': '1', 'unit': 'whole', 'misc': 'neck and giblets removed 12 pound thawed'}, {'ingredient': 'vegetable oil', 'quantity': '0.25', 'unit': 'cup', 'misc': 'or as needed'}, {'ingredient': 'apples', 'quantity': '5', 'unit': '', 'misc': 'cored and quartered'}, {'ingredient': 'whole unpeeled apples', 'quantity': '5', 'unit': 'pounds', 'misc': ''}];['1 (12 pound) whole turkey - thawed, neck and giblets removed', '0.25 cup vegetable oil, or as needed', '5 apples, cored and quartered', '5 pounds whole unpeeled apples'];['Preheat the oven to 375 degrees F (190 degrees C).', 'Unbind turkey legs, if necessary  pat turkey dry with paper towels. Place turkey into a roasting pan with a lid  rub oil inside and outside turkey.', 'Stuff body and neck cavity with apple quarters  arrange whole apples around turkey in the roasting pan. Scatter any extra apple quarters into the pan. Cover the roasting pan.', 'Bake in the preheated oven until the skin is brown and the meat begins to separate from the legs, 2 1/2 to 3 hours. Remove the lid during the last 20 minutes of baking to further brown the skin. An instant-read thermometer inserted into the thickest part of the breast should read at least 165 degrees F (74 degrees C).'];['bake'];['thermometer', 'pan', 'oven', 'roasting pan'];4.0;['15', '1 whole stuffed turkey'];{'Calories': '671 kcal', 'Carbohydrates': '27 g', 'Cholesterol': '212 mg', 'Fiber': '5 g', 'Protein': '73 g', 'Saturated Fat': '8 g', 'Sodium': '177 mg', 'Sugar': '21 g', 'Fat': '29 g', 'Unsaturated Fat': '0 g'};https://www.allrecipes.com/recipe/219477/apple-stuffed-turkey/
Apple Shortbread Pie;Babycakes;31/03/2025;4.5;50.0;30.0;35.0;['Dessert'];['Irish'];[{'ingredient': 'all-purpose flour', 'quantity': '2', 'unit': 'cups', 'misc': ''}, {'ingredient': 'white sugar', 'quantity': '0.5', 'unit': 'cup', 'misc': ''}, {'ingredient': 'salt', 'quantity': '0.25', 'unit': 'teaspoon', 'misc': ''}, {'ingredient': 'butter', 'quantity': '0.75', 'unit': 'cup', 'misc': 'diced chilled'}, {'ingredient': 'yolks', 'quantity': '2', 'unit': 'egg', 'misc': 'beaten'}, {'ingredient': 'golden delicious apple', 'quantity': '1.25', 'unit': 'pounds', 'misc': 'cored and cut into 14 inch slices peeled'}, {'ingredient': 'light brown sugar', 'quantity': '0.25', 'unit': 'cup', 'misc': 'packed'}, {'ingredient': 'cinnamon', 'quantity': '0.5', 'unit': 'teaspoon', 'misc': 'ground'}, {'ingredient': 'nutmeg', 'quantity': '0.5', 'unit': 'teaspoon', 'misc': 'ground'}];['2 cups all-purpose flour', '0.5 cup white sugar', '0.25 teaspoon salt', '0.75 cup chilled butter, diced', '2 egg yolks, beaten', '1.25 pounds Golden Delicious apple - peeled, cored and cut into 1/4 inch slices', '0.25 cup light brown sugar, packed', '0.5 teaspoon ground cinnamon', '0.5 teaspoon ground nutmeg'];['Preheat the oven to 400 degrees F (200 degrees C.)', 'Sift 2 cups four, white sugar, and salt into a large bowl  cut in butter until mixture resembles coarse crumbs. Stir in egg yolks  mixture will be crumbly. Set aside 1/4 crumb mixture  press remaining 3/4 crumb mixture into bottom and up sides of an 8-inch tart pan or pie plate.', 'Combine apples, brown sugar, 1 tablespoon flour, cinnamon, and nutmeg in a bowl  spoon into the crust. Sprinkle reserved crumb mixture evenly over top. Place pie on a baking sheet.', 'Bake in the preheated oven for 15 minutes. Reduce the oven temperature to 350 degrees F (175 degrees C)  continue baking until top is golden brown and filling is bubbling, about 20 minutes more.'];['bake', 'reduce'];['pan', 'oven', 'baking sheet'];4.0;['8', '1 (8-inch) pie'];{'Calories': '389 kcal', 'Carbohydrates': '53 g', 'Cholesterol': '97 mg', 'Fiber': '2 g', 'Protein': '4 g', 'Saturated Fat': '11 g', 'Sodium': '201 mg', 'Sugar': '27 g', 'Fat': '19 g', 'Unsaturated Fat': '0 g'};https://www.allrecipes.com/recipe/37260/apple-shortbread-pie/
Sheet Pan Chicken Breast with Feta and Vegetables;FrackFamily5 CACT;31/03/2025;4.9;10.0;20.0;20.0;['Dinner'];['American'];[{'ingredient': 'vegetable oil', 'quantity': '1', 'unit': 'tablespoon', 'misc': ''}, {'ingredient': 'boneless chicken breast cut into 1-inch cubes', 'quantity': '2', 'unit': 'pounds', 'misc': ''}, {'ingredient': 'mini bell peppers', 'quantity': '12', 'unit': 'ounces', 'misc': 'halved lengthwise and seeded'}, {'ingredient': 'white onion', 'quantity': '1', 'unit': 'medium', 'misc': 'quartered'}, {'ingredient': 'crumbled feta cheese', 'quantity': '6', 'unit': 'ounces', 'misc': ''}, {'ingredient': 'italian-style salad dressing', 'quantity': '0.5', 'unit': 'cup', 'misc': ''}, {'ingredient': 'oregano', 'quantity': '2', 'unit': 'teaspoons', 'misc': 'dried'}];['1 tablespoon vegetable oil', '2 pounds boneless chicken breast cut into 1-inch cubes', '12 ounces mini bell peppers, halved lengthwise and seeded', '1 medium white onion, quartered', '6 ounces crumbled feta cheese', '0.5 cup Italian-style salad dressing', '2 teaspoons dried oregano'];['Preheat the oven to 375 degrees F (190 degrees C). Lightly oil a sheet pan.', 'Spread chicken, mini bell peppers, and onion on the prepared sheet pan  sprinkle with feta, dressing, and oregano. Toss gently to coat.', 'Bake in the preheated oven until chicken is no longer pink in centers and juices run clear, 20 to 25 minutes. An instant-read thermometer inserted into centers should read at least 165 degrees F (74 degrees C).'];['bake'];['thermometer', 'pan', 'oven'];3.0;6;{'Calories': '441 kcal', 'Carbohydrates': '18 g', 'Cholesterol': '111 mg', 'Fiber': '2 g', 'Protein': '30 g', 'Saturated Fat': '9 g', 'Sodium': '920 mg', 'Sugar': '4 g', 'Fat': '27 g', 'Unsaturated Fat': '0 g'};https://www.allrecipes.com/recipe/285076/sheet-pan-chicken-breast-with-feta-and-vegetables/
Cheddar Pear Pie;MommaChef;31/03/2025;4.7;90.0;20.0;45.0;['Dessert'];['U.S.'];[{'ingredient': 'all-purpose flour', 'quantity': '0.5', 'unit': 'cup', 'misc': ''}, {'ingredient': 'brown sugar', 'quantity': '0.5', 'unit': 'cup', 'misc': ''}, {'ingredient': 'cheddar cheese', 'quantity': '0.5', 'unit': 'cup', 'misc': 'shredded'}, {'ingredient': 'butter', 'quantity': '0.25', 'unit': 'cup', 'misc': ''}, {'ingredient': 'and pears', 'quantity': '6', 'unit': 'cups', 'misc': 'peeled sliced'}, {'ingredient': 'lemon juice', 'quantity': '1', 'unit': 'tablespoon', 'misc': 'fresh'}, {'ingredient': 'brown sugar', 'quantity': '0.5', 'unit': 'cup', 'misc': ''}, {'ingredient': 'cornstarch', 'quantity': '3', 'unit': 'tablespoons', 'misc': ''}, {'ingredient': 'cinnamon', 'quantity': '0.75', 'unit': 'teaspoon', 'misc': 'ground'}, {'ingredient': 'pie crust', 'quantity': '', 'unit': 'unbaked', 'misc': ''}];['0.5 cup all-purpose flour', '0.5 cup brown sugar', '0.5 cup shredded Cheddar cheese', '0.25 cup butter', '6 cups peeled and sliced pears', '1 tablespoon fresh lemon juice', '0.5 cup brown sugar', '3 tablespoons cornstarch', '0.75 teaspoon ground cinnamon', 'unbaked pie crust'];['Preheat the oven to 400 degrees F (200 degrees C).', 'Combine flour, 1/2 cup brown sugar, and Cheddar cheese in a bowl  cut in butter until mixture resembles coarse crumbs. Set crumble topping aside.', 'Toss pears and lemon juice together in a large bowl. Combine 1/2 cup brown sugar, cornstarch, and cinnamon in a separate bowl  stir into pears and toss to coat. Transfer pear filling to pie crust  sprinkle with crumble topping.', 'Bake in the preheated oven until the top is golden brown, about 45 minutes.'];['bake'];['oven'];4.0;['6', '1 (9-inch) pie'];{'Calories': '547 kcal', 'Carbohydrates': '87 g', 'Cholesterol': '30 mg', 'Fiber': '7 g', 'Protein': '6 g', 'Saturated Fat': '9 g', 'Sodium': '281 mg', 'Sugar': '52 g', 'Fat': '21 g', 'Unsaturated Fat': '0 g'};https://www.allrecipes.com/recipe/176269/cheddar-pear-pie/
